DNA_Base Inside_Mean Inside_SEM Outside_Mean Outside_SEM
1 0.024125 0.014925 0.271125 0.218438
2 0.000000 0.000000 0.232125 0.204745
3 0.000000 0.000000 0.334125 0.194338
4 0.000000 0.000000 0.519500 0.227061
5 0.140750 0.127109 0.339500 0.110220
6 0.333625 0.168907 0.034250 0.024160
7 0.114625 0.107819 0.000000 0.000000
8 0.036125 0.036125 0.000000 0.000000
9 0.022375 0.022375 0.000000 0.000000
10 0.004250 0.004250 0.000125 0.000125
11 0.000750 0.000750 0.000625 0.000625
12 0.000000 0.000000 0.000000 0.000000
13 0.000000 0.000000 0.000000 0.000000
14 0.000000 0.000000 0.005375 0.005375
15 0.000000 0.000000 0.007625 0.007625
16 0.000375 0.000375 0.007500 0.007500
17 0.004625 0.004625 0.000000 0.000000
18 0.000000 0.000000 0.000000 0.000000
19 0.000000 0.000000 0.000000 0.000000
20 0.000000 0.000000 0.000000 0.000000
21 0.000000 0.000000 0.000000 0.000000
22 0.000000 0.000000 0.000000 0.000000
23 0.000000 0.000000 0.000000 0.000000
24 0.000000 0.000000 0.000000 0.000000
25 0.000000 0.000000 0.000000 0.000000
26 0.000000 0.000000 0.000000 0.000000
27 0.000000 0.000000 0.000000 0.000000
28 0.000000 0.000000 0.000000 0.000000
29 0.000000 0.000000 0.000000 0.000000
30 0.000000 0.000000 0.000000 0.000000
31 0.000000 0.000000 0.000000 0.000000
32 0.000000 0.000000 0.000000 0.000000
33 0.000000 0.000000 0.000000 0.000000
34 0.000000 0.000000 0.000000 0.000000
35 0.000000 0.000000 0.000000 0.000000
36 0.000000 0.000000 0.000000 0.000000
37 0.000000 0.000000 0.000000 0.000000
38 0.000000 0.000000 0.000000 0.000000
39 0.000000 0.000000 0.000000 0.000000
40 0.000000 0.000000 0.000000 0.000000
41 0.000000 0.000000 0.000000 0.000000
42 0.000000 0.000000 0.000000 0.000000
43 0.000000 0.000000 0.000000 0.000000
44 0.000000 0.000000 0.000000 0.000000
45 0.000000 0.000000 0.000000 0.000000
46 0.000000 0.000000 0.000000 0.000000
47 0.000000 0.000000 0.000000 0.000000
48 0.000000 0.000000 0.000000 0.000000
49 0.000000 0.000000 0.000000 0.000000
50 0.000000 0.000000 0.000000 0.000000
51 0.000000 0.000000 0.000000 0.000000
52 0.000000 0.000000 0.000000 0.000000
53 0.000000 0.000000 0.000000 0.000000
54 0.000000 0.000000 0.000000 0.000000
55 0.000000 0.000000 0.019750 0.019584
56 0.000000 0.000000 0.089750 0.073302
57 0.000000 0.000000 0.277750 0.167616
58 0.243000 0.141547 0.138125 0.082192
59 0.405750 0.234733 0.000000 0.000000
60 0.334875 0.193544 0.000000 0.000000
61 0.092875 0.071203 0.000000 0.000000
62 0.007625 0.004543 0.000000 0.000000
63 0.000000 0.000000 0.002875 0.002875
64 0.000000 0.000000 0.109250 0.109250
65 0.000000 0.000000 0.134000 0.130688
66 0.000000 0.000000 0.277375 0.196222
67 0.000000 0.000000 0.524250 0.259948
68 0.000500 0.000354 0.634500 0.211862
69 0.817000 0.161206 0.000250 0.000144
70 0.495250 0.167554 0.000000 0.000000
71 0.255375 0.214841 0.000000 0.000000
72 0.087500 0.083349 0.000000 0.000000
73 0.018500 0.006516 0.469500 0.190587
74 0.000000 0.000000 0.705625 0.193983
75 0.000000 0.000000 0.784875 0.125508
76 0.000000 0.000000 0.782625 0.110789
77 0.000000 0.000000 0.537500 0.190670
78 0.000000 0.000000 0.395125 0.170264
79 0.334375 0.164364 0.013625 0.007330
80 0.198500 0.097625 0.000000 0.000000
81 0.113625 0.045096 0.000000 0.000000
82 0.818125 0.115828 0.000000 0.000000
83 0.721000 0.135195 0.141250 0.044806
84 0.000000 0.000000 0.525250 0.162339
85 0.000000 0.000000 0.446500 0.216825
86 0.000000 0.000000 0.295875 0.237884
87 0.000000 0.000000 0.234875 0.234708
88 0.000000 0.000000 0.249875 0.249875
89 0.171000 0.171000 0.036000 0.036000
90 0.015875 0.015875 0.000000 0.000000
91 0.000000 0.000000 0.000000 0.000000
92 0.000000 0.000000 0.000000 0.000000
93 0.000500 0.000500 0.000000 0.000000
94 0.000250 0.000250 0.000750 0.000750
95 0.000000 0.000000 0.000375 0.000375
96 0.000000 0.000000 0.000000 0.000000
97 0.000000 0.000000 0.000000 0.000000
98 0.000000 0.000000 0.000000 0.000000
99 0.000000 0.000000 0.000000 0.000000
100 0.000000 0.000000 0.000000 0.000000
101 0.000000 0.000000 0.000000 0.000000
102 0.000000 0.000000 0.000000 0.000000
103 0.000000 0.000000 0.000000 0.000000
104 0.000000 0.000000 0.000000 0.000000
105 0.000000 0.000000 0.000000 0.000000
106 0.000000 0.000000 0.000000 0.000000
107 0.000000 0.000000 0.000000 0.000000
108 0.000000 0.000000 0.000000 0.000000
109 0.000000 0.000000 0.000000 0.000000
110 0.000000 0.000000 0.000000 0.000000
111 0.000000 0.000000 0.000000 0.000000
112 0.000000 0.000000 0.000000 0.000000
113 0.000000 0.000000 0.000000 0.000000
114 0.000000 0.000000 0.000000 0.000000
115 0.000000 0.000000 0.000000 0.000000
116 0.000000 0.000000 0.000000 0.000000
117 0.000000 0.000000 0.000000 0.000000
118 0.000000 0.000000 0.000000 0.000000
119 0.000000 0.000000 0.000000 0.000000
120 0.000000 0.000000 0.000000 0.000000
121 0.000000 0.000000 0.000000 0.000000
122 0.000000 0.000000 0.000000 0.000000
123 0.000000 0.000000 0.000000 0.000000
124 0.000000 0.000000 0.000000 0.000000
125 0.000000 0.000000 0.000000 0.000000
126 0.000000 0.000000 0.000000 0.000000
127 0.000000 0.000000 0.000000 0.000000
128 0.000000 0.000000 0.000000 0.000000
129 0.000000 0.000000 0.000000 0.000000
130 0.000000 0.000000 0.000000 0.000000
131 0.000000 0.000000 0.000000 0.000000
132 0.000000 0.000000 0.000000 0.000000
133 0.000125 0.000125 0.000000 0.000000
134 0.011125 0.011125 0.000000 0.000000
135 0.060625 0.035449 0.043000 0.042667
136 0.007250 0.006290 0.173125 0.099956
137 0.000000 0.000000 0.208750 0.122558
138 0.000000 0.000000 0.134500 0.078461
139 0.000000 0.000000 0.066125 0.045305
140 0.005000 0.005000 0.148875 0.089403
141 0.021000 0.016946 0.047375 0.043467
142 0.010250 0.009098 0.000375 0.000375
143 0.088625 0.068402 0.000000 0.000000
144 0.512375 0.175884 0.000125 0.000125
145 0.815125 0.075182 0.077875 0.069579
146 0.234750 0.113721 0.389375 0.142130
147 0.009125 0.005796 0.723500 0.148011
148 0.587875 0.232606 0.002750 0.002428
149 0.181125 0.104287 0.132250 0.129921
150 0.065375 0.065042 0.241875 0.187414
151 0.000000 0.000000 0.399250 0.180245
152 0.000125 0.000125 0.556250 0.214822
153 0.019375 0.016736 0.462375 0.244915
154 0.233875 0.196643 0.119125 0.104664
155 0.129125 0.074963 0.005750 0.005750
156 0.026125 0.023691 0.000000 0.000000
157 0.016125 0.015793 0.000000 0.000000
158 0.005250 0.005250 0.000000 0.000000
159 0.001500 0.001061 0.000125 0.000125
160 0.000250 0.000250 0.021750 0.019959
161 0.000000 0.000000 0.028750 0.028584
162 0.000000 0.000000 0.006875 0.006875
163 0.000000 0.000000 0.007625 0.007295
164 0.000000 0.000000 0.004125 0.004125
165 0.000000 0.000000 0.000000 0.000000
166 0.000000 0.000000 0.000000 0.000000
167 0.000000 0.000000 0.000000 0.000000
168 0.000000 0.000000 0.000000 0.000000
169 0.000000 0.000000 0.000000 0.000000
170 0.000000 0.000000 0.000000 0.000000
171 0.000000 0.000000 0.000000 0.000000
172 0.000000 0.000000 0.000000 0.000000
173 0.000000 0.000000 0.000000 0.000000
174 0.000000 0.000000 0.000000 0.000000
175 0.000000 0.000000 0.000000 0.000000
176 0.000000 0.000000 0.000000 0.000000
177 0.000000 0.000000 0.000000 0.000000
178 0.000000 0.000000 0.000000 0.000000
179 0.000000 0.000000 0.000000 0.000000
180 0.000000 0.000000 0.000000 0.000000
181 0.000000 0.000000 0.000000 0.000000
182 0.000000 0.000000 0.000000 0.000000
183 0.000000 0.000000 0.000000 0.000000
184 0.000000 0.000000 0.000000 0.000000
185 0.000000 0.000000 0.000000 0.000000
186 0.000000 0.000000 0.000000 0.000000
187 0.000000 0.000000 0.000000 0.000000
188 0.000000 0.000000 0.000000 0.000000
189 0.000000 0.000000 0.000000 0.000000
190 0.000000 0.000000 0.000000 0.000000
191 0.000000 0.000000 0.000000 0.000000
192 0.000000 0.000000 0.000000 0.000000
193 0.000000 0.000000 0.000000 0.000000
194 0.000000 0.000000 0.000000 0.000000
195 0.000000 0.000000 0.000000 0.000000
196 0.000000 0.000000 0.000000 0.000000
197 0.000000 0.000000 0.000000 0.000000
198 0.000000 0.000000 0.000000 0.000000
199 0.000000 0.000000 0.000000 0.000000
200 0.000000 0.000000 0.000000 0.000000
201 0.000125 0.000125 0.000000 0.000000
202 0.000000 0.000000 0.002875 0.002875
203 0.000000 0.000000 0.011875 0.011875
204 0.000000 0.000000 0.109750 0.109750
205 0.000000 0.000000 0.188375 0.188375
206 0.033250 0.033250 0.157125 0.157125
207 0.138625 0.138625 0.000000 0.000000
208 0.129125 0.129125 0.000000 0.000000
209 0.218750 0.218750 0.000000 0.000000
210 0.247625 0.247625 0.000000 0.000000
211 0.309625 0.236892 0.000000 0.000000
212 0.026125 0.020152 0.300250 0.213616
213 0.000000 0.000000 0.456000 0.220150
214 0.000000 0.000000 0.820500 0.142360
215 0.000000 0.000000 0.963000 0.030598
216 0.046875 0.007172 0.919250 0.019234
217 0.102500 0.066590 0.000000 0.000000
218 0.015750 0.015584 0.000000 0.000000
219 0.004875 0.003538 0.000000 0.000000
220 0.398875 0.201754 0.000000 0.000000
221 0.472125 0.189082 0.000000 0.000000
222 0.730000 0.201381 0.042625 0.024581
223 0.000000 0.000000 0.769250 0.211700
224 0.000000 0.000000 0.632125 0.216338
225 0.000000 0.000000 0.479375 0.217032
226 0.000000 0.000000 0.165500 0.080288
227 0.007750 0.005790 0.000000 0.000000
228 0.479000 0.276850 0.000000 0.000000
229 0.519000 0.278138 0.000000 0.000000
230 0.587000 0.248455 0.000000 0.000000
231 0.419375 0.172416 0.000125 0.000125
232 0.238500 0.122371 0.017625 0.014631
233 0.000000 0.000000 0.265250 0.192177
234 0.000000 0.000000 0.258000 0.201667
235 0.000000 0.000000 0.281625 0.169611
236 0.000000 0.000000 0.072625 0.058026
237 0.003500 0.003500 0.009125 0.008959
238 0.000125 0.000125 0.000000 0.000000
239 0.075250 0.075250 0.000000 0.000000
240 0.087125 0.087125 0.000000 0.000000
241 0.062000 0.062000 0.000125 0.000125
242 0.002125 0.002125 0.000250 0.000250
243 0.000000 0.000000 0.000000 0.000000
244 0.000000 0.000000 0.000000 0.000000
245 0.000000 0.000000 0.000000 0.000000
246 0.000000 0.000000 0.000000 0.000000
247 0.000000 0.000000 0.000000 0.000000
248 0.000000 0.000000 0.000000 0.000000
249 0.000000 0.000000 0.000000 0.000000
250 0.000000 0.000000 0.000000 0.000000
