DNA_Base Inside_Mean Inside_SEM Outside_Mean Outside_SEM
1 0.061516 0.011681 0.001947 0.000357
2 0.020736 0.003692 0.009103 0.000546
3 0.001447 0.000335 0.010718 0.000513
4 0.000316 0.000116 0.023027 0.002300
5 0.000872 0.000299 0.084177 0.009508
6 0.009450 0.002689 0.226907 0.030334
7 0.234295 0.053160 0.260346 0.026178
8 0.513077 0.102154 0.074765 0.004757
9 0.346230 0.054934 0.001631 0.000367
10 0.123400 0.009712 0.000172 0.000089
11 0.026771 0.002217 0.000350 0.000078
12 0.006528 0.000535 0.003578 0.000751
13 0.000587 0.000031 0.016190 0.003821
14 0.000053 0.000037 0.050572 0.012056
15 0.002619 0.000850 0.151655 0.036076
16 0.013412 0.004402 0.314869 0.077184
17 0.363266 0.106182 0.126012 0.026648
18 0.432022 0.128549 0.003556 0.000888
19 0.212580 0.067292 0.000003 0.000003
20 0.061047 0.020035 0.000175 0.000065
21 0.021449 0.007176 0.001562 0.000513
22 0.000991 0.000325 0.003897 0.001272
23 0.000009 0.000006 0.005528 0.001843
24 0.000000 0.000000 0.008596 0.002963
25 0.000009 0.000006 0.018915 0.006906
26 0.000569 0.000193 0.023849 0.008875
27 0.014218 0.005495 0.006940 0.002523
28 0.009918 0.003778 0.000300 0.000071
29 0.003987 0.001376 0.000000 0.000000
30 0.000741 0.000303 0.000000 0.000000
31 0.000219 0.000186 0.000000 0.000000
32 0.000019 0.000004 0.000103 0.000095
33 0.000000 0.000000 0.000394 0.000344
34 0.000000 0.000000 0.001137 0.001100
35 0.000000 0.000000 0.003569 0.003552
36 0.000159 0.000159 0.012696 0.012692
37 0.019899 0.019899 0.012837 0.012824
38 0.049373 0.049348 0.001003 0.000999
39 0.042185 0.042165 0.000072 0.000072
40 0.018058 0.018042 0.000000 0.000000
41 0.003672 0.003647 0.000000 0.000000
42 0.000103 0.000091 0.000097 0.000085
43 0.000012 0.000012 0.000656 0.000577
44 0.000000 0.000000 0.003306 0.003035
45 0.000003 0.000003 0.011390 0.010507
46 0.000881 0.000852 0.047273 0.043710
47 0.044976 0.044259 0.070946 0.060877
48 0.153958 0.135331 0.003562 0.002502
49 0.101451 0.082295 0.000000 0.000000
50 0.019262 0.012825 0.000000 0.000000
51 0.002937 0.001171 0.000825 0.000627
52 0.002241 0.000313 0.007128 0.003199
53 0.000094 0.000018 0.023083 0.005706
54 0.000012 0.000005 0.068450 0.029479
55 0.000200 0.000085 0.128112 0.064568
56 0.000975 0.000802 0.176197 0.073875
57 0.068997 0.058247 0.195050 0.074006
58 0.181453 0.073024 0.021165 0.002232
59 0.098058 0.024639 0.001022 0.000179
60 0.017177 0.002242 0.000003 0.000003
61 0.005600 0.000681 0.002291 0.001716
62 0.004934 0.001240 0.016249 0.004220
63 0.000434 0.000068 0.051526 0.007039
64 0.000106 0.000031 0.097623 0.010185
65 0.000050 0.000014 0.168176 0.009903
66 0.003528 0.001047 0.240800 0.007636
67 0.059710 0.012343 0.240763 0.031785
68 0.260390 0.046410 0.086849 0.027519
69 0.315181 0.097956 0.015884 0.005454
70 0.162654 0.049740 0.000778 0.000128
71 0.086749 0.018493 0.015355 0.014835
72 0.034861 0.014403 0.087430 0.074156
73 0.019393 0.005037 0.151527 0.091571
74 0.005093 0.000872 0.191069 0.059199
75 0.002369 0.000716 0.228460 0.025077
76 0.002565 0.000872 0.283611 0.010982
77 0.007287 0.000351 0.324337 0.032815
78 0.030205 0.004573 0.349854 0.055390
79 0.176816 0.044537 0.194312 0.032772
80 0.220992 0.053431 0.035204 0.005779
81 0.128869 0.035110 0.000522 0.000079
82 0.024021 0.003846 0.001341 0.000425
83 0.082393 0.044155 0.010478 0.002803
84 0.080208 0.052413 0.133228 0.042067
85 0.001478 0.001193 0.275274 0.091453
86 0.000044 0.000017 0.295041 0.060161
87 0.000153 0.000027 0.265765 0.026398
88 0.007906 0.001139 0.183878 0.009957
89 0.050604 0.005947 0.065337 0.004937
90 0.053841 0.007800 0.000681 0.000091
91 0.024655 0.005575 0.000006 0.000006
92 0.102173 0.026689 0.005428 0.001492
93 0.264774 0.055118 0.067922 0.015491
94 0.145890 0.008536 0.421351 0.074572
95 0.000653 0.000315 0.596814 0.092547
96 0.000056 0.000018 0.416139 0.082035
97 0.000012 0.000005 0.164704 0.037708
98 0.000812 0.000266 0.073012 0.019301
99 0.010259 0.003359 0.027514 0.007772
100 0.010384 0.003586 0.000366 0.000086
101 0.012231 0.003933 0.000003 0.000003
102 0.096561 0.031734 0.003284 0.001061
103 0.264227 0.081380 0.085352 0.028431
104 0.028905 0.008604 0.487985 0.153761
105 0.000178 0.000051 0.412917 0.131554
106 0.000050 0.000027 0.199965 0.066308
107 0.000137 0.000051 0.077999 0.026507
108 0.000669 0.000224 0.032636 0.011245
109 0.002341 0.000838 0.012412 0.004293
110 0.003606 0.001289 0.000128 0.000049
111 0.009618 0.003472 0.000009 0.000006
112 0.067450 0.025903 0.001750 0.000679
113 0.088196 0.034366 0.085849 0.033867
114 0.014627 0.005506 0.164286 0.065591
115 0.000028 0.000013 0.099564 0.040717
116 0.000006 0.000006 0.029645 0.012401
117 0.000047 0.000026 0.007928 0.003404
118 0.000147 0.000070 0.001653 0.000715
119 0.000400 0.000159 0.000159 0.000079
120 0.000241 0.000077 0.000012 0.000012
121 0.001228 0.000507 0.000003 0.000003
122 0.006047 0.004664 0.000409 0.000270
123 0.012218 0.011860 0.005443 0.004231
124 0.005625 0.005566 0.018958 0.018014
125 0.000234 0.000234 0.020149 0.019845
126 0.000072 0.000072 0.018280 0.018210
127 0.000031 0.000031 0.012196 0.012188
128 0.000116 0.000107 0.006303 0.006294
129 0.000869 0.000856 0.003009 0.002997
