DNA_Base Inside_Mean Inside_SEM Outside_Mean Outside_SEM
1 0.090567 0.014181 0.003406 0.001234
2 0.033189 0.005839 0.018683 0.005399
3 0.002853 0.000474 0.021796 0.007036
4 0.000544 0.000150 0.027502 0.011666
5 0.000931 0.000584 0.067053 0.031185
6 0.005422 0.002935 0.154611 0.076348
7 0.119741 0.064434 0.172544 0.086933
8 0.276461 0.148252 0.044679 0.022769
9 0.160764 0.087201 0.000644 0.000292
10 0.049676 0.027377 0.000231 0.000116
11 0.009340 0.005579 0.000378 0.000218
12 0.002559 0.001464 0.001234 0.000702
13 0.000253 0.000139 0.005325 0.003268
14 0.000137 0.000097 0.018574 0.011171
15 0.001275 0.000797 0.064266 0.037830
16 0.006187 0.003648 0.138812 0.081069
17 0.169235 0.098153 0.058260 0.033831
18 0.203537 0.117803 0.001828 0.001106
19 0.100798 0.058339 0.000019 0.000019
20 0.029683 0.017250 0.000116 0.000080
21 0.010549 0.006184 0.000437 0.000253
22 0.000403 0.000274 0.000966 0.000714
23 0.000009 0.000006 0.001147 0.000918
24 0.000003 0.000003 0.000997 0.000748
25 0.000006 0.000006 0.002484 0.001484
26 0.000078 0.000044 0.003481 0.002042
27 0.002665 0.001499 0.001197 0.000588
28 0.002634 0.001012 0.000187 0.000135
29 0.001962 0.000716 0.000012 0.000012
30 0.001031 0.000865 0.000000 0.000000
31 0.000647 0.000598 0.000006 0.000004
32 0.000084 0.000059 0.000091 0.000057
33 0.000012 0.000012 0.000309 0.000184
34 0.000000 0.000000 0.000728 0.000424
35 0.000000 0.000000 0.002894 0.001683
36 0.000525 0.000342 0.017296 0.010050
37 0.041117 0.023739 0.019177 0.011267
38 0.107773 0.062221 0.002262 0.001506
39 0.099729 0.057569 0.000269 0.000183
40 0.043342 0.025022 0.000000 0.000000
41 0.009428 0.005437 0.000009 0.000009
42 0.000387 0.000220 0.000125 0.000077
43 0.000047 0.000032 0.000903 0.000493
44 0.000000 0.000000 0.006512 0.003707
45 0.000016 0.000012 0.027155 0.015533
46 0.005609 0.003470 0.117300 0.067122
47 0.134581 0.077554 0.136646 0.076979
48 0.291754 0.165315 0.010443 0.005631
49 0.148699 0.082298 0.000109 0.000073
50 0.021861 0.011207 0.000000 0.000000
51 0.003253 0.001168 0.000956 0.000632
52 0.001459 0.000094 0.010309 0.004599
53 0.000112 0.000021 0.028520 0.009247
54 0.000028 0.000021 0.084824 0.030211
55 0.000531 0.000269 0.148002 0.052612
56 0.002784 0.001389 0.194806 0.062868
57 0.211008 0.116087 0.191225 0.060289
58 0.347511 0.160351 0.021905 0.004295
59 0.151083 0.061810 0.002159 0.000808
60 0.035745 0.014602 0.000078 0.000051
61 0.008562 0.001724 0.003897 0.001635
62 0.005825 0.000255 0.022186 0.004244
63 0.000587 0.000172 0.053979 0.004640
64 0.000109 0.000054 0.083043 0.003578
65 0.000041 0.000025 0.111732 0.010677
66 0.004431 0.000758 0.134746 0.024417
67 0.032576 0.004259 0.126803 0.035394
68 0.109988 0.041885 0.048344 0.014570
69 0.113897 0.048530 0.012840 0.003956
70 0.109932 0.026968 0.002350 0.001221
71 0.204805 0.103500 0.048566 0.028065
72 0.133428 0.070122 0.208318 0.117188
73 0.088817 0.055359 0.253703 0.123900
74 0.042535 0.032483 0.225945 0.075763
75 0.006937 0.004118 0.238707 0.048208
76 0.003303 0.000561 0.258571 0.017321
77 0.006409 0.000578 0.267943 0.016208
78 0.021055 0.005036 0.290420 0.045638
79 0.136581 0.050611 0.183078 0.026918
80 0.233516 0.069724 0.040679 0.005270
81 0.238966 0.102638 0.000606 0.000069
82 0.060628 0.011330 0.001406 0.000565
83 0.117632 0.052484 0.008212 0.002472
84 0.098442 0.044221 0.092798 0.023170
85 0.001106 0.000525 0.217805 0.050705
86 0.000022 0.000006 0.248913 0.031573
87 0.000081 0.000019 0.231685 0.019718
88 0.003737 0.001313 0.177229 0.023853
89 0.043617 0.008782 0.079843 0.013470
90 0.063241 0.011398 0.000925 0.000341
91 0.029786 0.009869 0.000019 0.000019
92 0.141074 0.077670 0.002719 0.000870
93 0.247884 0.104913 0.037739 0.015621
94 0.154964 0.063167 0.243197 0.089134
95 0.000356 0.000081 0.361391 0.144166
96 0.000022 0.000018 0.219411 0.091843
97 0.000000 0.000000 0.095492 0.045100
98 0.000412 0.000231 0.043954 0.022822
99 0.007122 0.004037 0.015609 0.008058
100 0.008493 0.004828 0.000219 0.000123
101 0.006865 0.003941 0.000000 0.000000
102 0.044976 0.026035 0.000919 0.000535
103 0.125141 0.071195 0.034298 0.019790
104 0.018390 0.011328 0.243603 0.138501
105 0.000128 0.000077 0.236219 0.135998
106 0.000041 0.000025 0.116225 0.068909
107 0.000016 0.000009 0.040798 0.024637
108 0.000231 0.000147 0.014452 0.008732
109 0.001006 0.000592 0.005443 0.003316
110 0.001856 0.001107 0.000103 0.000062
111 0.004772 0.002980 0.000000 0.000000
112 0.040320 0.025134 0.000997 0.000626
113 0.051001 0.031443 0.049763 0.031314
114 0.009365 0.005589 0.083593 0.052291
115 0.000087 0.000062 0.039145 0.024314
116 0.000000 0.000000 0.007768 0.004653
117 0.000006 0.000006 0.001634 0.000947
118 0.000009 0.000009 0.000453 0.000078
119 0.000325 0.000158 0.000156 0.000055
120 0.000712 0.000383 0.000003 0.000003
121 0.002522 0.001494 0.000003 0.000003
122 0.013971 0.009574 0.000200 0.000070
123 0.030008 0.020830 0.006115 0.003954
124 0.013474 0.009509 0.030236 0.020517
125 0.000566 0.000429 0.029836 0.020338
126 0.000044 0.000030 0.025642 0.017452
127 0.000019 0.000015 0.017515 0.011690
128 0.000144 0.000088 0.010034 0.006299
129 0.001584 0.000917 0.005503 0.003246
130 0.004428 0.002553 0.000966 0.000579
131 0.013459 0.007793 0.000131 0.000094
132 0.070356 0.040892 0.001328 0.000750
133 0.108363 0.062797 0.054385 0.032055
134 0.052032 0.030083 0.215155 0.124300
135 0.049363 0.028617 0.227676 0.131045
136 0.001275 0.000932 0.176635 0.101560
137 0.000156 0.000074 0.078740 0.044702
138 0.002300 0.000579 0.034226 0.019128
139 0.014859 0.003782 0.013918 0.008073
140 0.023433 0.007074 0.000891 0.000586
141 0.047760 0.010000 0.000497 0.000105
142 0.114426 0.045518 0.019255 0.007575
143 0.139449 0.076421 0.129431 0.062141
144 0.044745 0.026030 0.264812 0.141137
